Gender,Age,AgeGroup,TotalSpendings,ServiceCost,Profit
male,31,30-34,38437.47,40748.19,-2310.72
Male,54,50-54,53098.19,41526.64,11571.55
male,32,30-34,49762.53,37424.31,12338.22
female,44,40-44,53222.01,41014.4,12207.61
male,53,50-54,38670.44,39626.12,-955.68
male,35,35-39,53247.96,37274.33,15973.63
Male,42,40-44,58195.35,26845.47,31349.88
female,50,50-54,34941.12,40057.9,-5116.78
Female,30,30-34,64604.17,26570.88,38033.29
Female,49,45-49,52544.93,32108.56,20436.37
Male,48,45-49,58509.44,26990.73,31518.71
male,30,30-34,37210.69,35391.85,1818.84
Male,50,50-54,56825.85,40236.5,16589.35
Male,51,50-54,33553.58,26745.08,6808.5
Male,31,30-34,40517.53,18706.16,21811.37
male,44,40-44,52633.67,38084.31,14549.36
female,43,40-44,47240.5,38284.79,8955.71
Male,48,45-49,50274.97,42515.72,7759.25
male,40,40-44,69273.87,37151.14,32122.73
female,44,40-44,50118.14,37335.76,12782.38
Male,35,35-39,57097.02,24260.65,32836.37
Female,49,45-49,49332.34,35896.23,13436.11
female,38,35-39,49036.15,47174.62,1861.53
Male,34,30-34,40217.32,25576.06,14641.26
female,49,45-49,53681.22,20256.14,33425.08
female,31,30-34,75354.79,31124.5,44230.29
female,35,35-39,50878.63,37499.52,13379.11
female,47,45-49,47329.92,31732.1,15597.82
female,52,50-54,61401.41,44270.17,17131.24
female,48,45-49,60228.03,23116.95,37111.08
Male,38,35-39,54390.57,17875.51,36515.06
Female,50,50-54,46916.31,41432.01,5484.3
male,53,50-54,61444.27,18736.48,42707.79
female,35,35-39,51209.3,32536.97,18672.33
male,43,40-44,59137.6,41214.57,17923.03
Male,53,50-54,41807.03,31730.33,10076.7
female,42,40-44,44132.9,24416.69,19716.21
Female,40,40-44,50968.8,40178.32,10790.48
male,41,40-44,37647.93,31366.27,6281.66
female,48,45-49,46300.99,28233.01,18067.98
Male,48,45-49,37204.61,43148.06,-5943.45
Female,50,50-54,34552.47,26990.84,7561.63
male,48,45-49,74359.93,25205.3,49154.63
male,53,50-54,43910.25,22778.08,21132.17
female,42,40-44,44789.67,39728.33,5061.34
Female,43,40-44,50802.19,33421.17,17381.02
Female,53,50-54,39382.62,26100.21,13282.41
Female,47,45-49,44983.32,18488.15,26495.17
Female,41,40-44,68344.09,41269.78,27074.31
Male,33,30-34,53581.0,26217.79,27363.21
Female,39,35-39,59860.82,15446.5,44414.32
male,46,45-49,65735.93,30698.77,35037.16
male,33,30-34,52106.49,38261.42,13845.07
Male,41,40-44,47787.54,35761.05,12026.49
male,42,40-44,35661.46,30649.58,5011.88
male,33,30-34,46171.07,26465.64,19705.43
Female,39,35-39,48375.02,25514.94,22860.08
male,54,50-54,41927.22,40207.81,1719.41
Male,32,30-34,65452.25,14377.55,51074.7
Female,44,40-44,61022.95,22406.57,38616.38
female,31,30-34,59855.42,29233.36,30622.06
Female,54,50-54,48837.97,14045.45,34792.52
Male,54,50-54,39669.68,28256.38,11413.3
Female,46,45-49,63280.02,20184.3,43095.72
Female,35,35-39,53353.61,33798.34,19555.27
Male,37,35-39,57730.82,25414.45,32316.37
Female,32,30-34,56192.47,26802.18,29390.29
Male,54,50-54,53106.27,24855.63,28250.64
Male,47,45-49,69996.16,35409.78,34586.38
female,51,50-54,43426.06,29448.71,13977.35
male,30,30-34,46910.7,37568.43,9342.27
male,45,45-49,66411.59,39663.67,26747.92
Female,36,35-39,50820.63,27703.65,23116.98
Female,32,30-34,48740.67,24423.13,24317.54
female,52,50-54,47469.93,26648.38,20821.55
female,33,30-34,56793.03,51294.59,5498.44
female,38,35-39,47707.15,25060.17,22646.98
Male,34,30-34,46584.47,28602.12,17982.35
female,48,45-49,56628.16,31715.71,24912.45
female,44,40-44,50932.57,34372.55,16560.02
Female,37,35-39,39905.53,30826.94,9078.59
female,35,35-39,50320.16,44191.53,6128.63
Male,47,45-49,63945.32,31887.75,32057.57
Male,48,45-49,57653.06,28805.73,28847.33
Female,53,50-54,65179.8,37647.03,27532.77
female,44,40-44,42687.0,22906.95,19780.05
female,36,35-39,60702.3,34313.55,26388.75
Male,39,35-39,43514.83,27033.41,16481.42
female,35,35-39,37676.07,40285.12,-2609.05
female,43,40-44,41969.36,40900.98,1068.38
female,46,45-49,51314.1,28607.3,22706.8
male,38,35-39,60279.52,23036.89,37242.63
Female,48,45-49,53104.16,15102.22,38001.94
male,34,30-34,48467.18,31801.68,16665.5
Female,52,50-54,39677.89,12938.97,26738.92
Male,36,35-39,57053.31,29319.66,27733.65
female,48,45-49,59636.23,25512.32,34123.91
Female,49,45-49,52982.84,34464.49,18518.35
male,36,35-39,39476.81,29890.87,9585.94
female,53,50-54,58087.09,25469.24,32617.85
Male,31,30-34,62272.45,36792.56,25479.89
Female,54,50-54,65330.17,21269.62,44060.55
Female,52,50-54,45623.03,34504.61,11118.42
Female,45,45-49,54363.05,46497.41,7865.64
female,42,40-44,44654.68,37724.57,6930.11
male,37,35-39,40776.39,26756.45,14019.94
male,35,35-39,65832.04,21853.41,43978.63
Female,35,35-39,55645.67,37477.28,18168.39
Male,38,35-39,62927.48,20205.52,42721.96
Male,33,30-34,37751.75,30048.12,7703.63
male,40,40-44,52884.19,35796.07,17088.12
Male,34,30-34,55082.99,21928.39,33154.6
male,54,50-54,41678.21,21486.93,20191.28
Female,46,45-49,64878.38,19457.04,45421.34
male,49,45-49,47544.8,42755.93,4788.87
male,36,35-39,54536.35,43588.06,10948.29
Female,44,40-44,44497.42,43468.95,1028.47
Male,54,50-54,38055.92,44539.35,-6483.43
male,44,40-44,59130.6,24935.72,34194.88
male,43,40-44,53790.71,15498.68,38292.03
Female,42,40-44,52372.52,43625.98,8746.54
Male,40,40-44,47218.31,37433.42,9784.89
male,42,40-44,53518.3,36790.21,16728.09
Female,51,50-54,62662.37,21679.83,40982.54
male,53,50-54,43161.9,30776.41,12385.49
female,38,35-39,55602.73,31274.14,24328.59
Female,39,35-39,52024.9,29494.89,22530.01
Male,33,30-34,48155.85,23197.9,24957.95
Male,46,45-49,33544.43,14792.66,18751.77
Male,43,40-44,49880.07,23978.69,25901.38
Male,53,50-54,56726.89,7028.27,49698.62
male,47,45-49,53239.72,26696.97,26542.75
male,40,40-44,35613.26,25080.01,10533.25
Male,45,45-49,62470.55,20658.19,41812.36
Male,30,30-34,66479.2,33206.93,33272.27
Male,36,35-39,48905.03,27253.03,21652.0
male,39,35-39,73110.76,27830.76,45280.0
Male,38,35-39,41704.5,41127.93,576.57
Male,54,50-54,37279.01,27431.4,9847.61
female,32,30-34,39851.78,33630.11,6221.67
female,51,50-54,52451.39,21335.03,31116.36
Male,52,50-54,32216.52,32043.46,173.06
Female,43,40-44,46890.87,29179.59,17711.28
Male,54,50-54,79345.5,30740.42,48605.08
female,44,40-44,34961.76,20201.22,14760.54
Female,31,30-34,44528.9,20962.09,23566.81
Female,53,50-54,39639.32,27230.63,12408.69
Male,43,40-44,47151.83,40645.11,6506.72
female,45,45-49,46518.43,18477.91,28040.52
female,36,35-39,43304.39,43444.11,-139.72
Female,33,30-34,48436.95,24347.62,24089.33
Male,47,45-49,56332.06,30664.72,25667.34
male,53,50-54,63853.46,38020.82,25832.64
male,34,30-34,47155.75,27154.69,20001.06
female,35,35-39,50057.85,28051.06,22006.79
male,36,35-39,54632.56,41572.16,13060.4
female,44,40-44,37642.22,38773.0,-1130.78
female,30,30-34,48473.49,35605.05,12868.44
female,53,50-54,44944.7,28832.27,16112.43
male,33,30-34,59519.33,29388.73,30130.6
female,54,50-54,67518.25,21421.57,46096.68
Female,30,30-34,42229.37,27726.93,14502.44
Male,40,40-44,62799.9,30539.06,32260.84
Male,47,45-49,35416.28,29731.27,5685.01
female,43,40-44,52006.74,32368.8,19637.94
Male,51,50-54,52599.97,38891.8,13708.17
male,40,40-44,35160.86,17909.07,17251.79
male,39,35-39,41715.73,24934.02,16781.71
Male,46,45-49,40742.79,39155.55,1587.24
male,33,30-34,36886.01,49729.65,-12843.64
Male,53,50-54,23337.82,21410.23,1927.59
Male,44,40-44,47927.51,24997.02,22930.49
Male,45,45-49,49132.26,19530.92,29601.34
female,50,50-54,49053.75,13707.65,35346.1
Male,42,40-44,57657.06,32195.86,25461.2
female,38,35-39,30621.69,34753.95,-4132.26
Male,40,40-44,46189.5,27602.97,18586.53
Male,40,40-44,75599.78,27675.56,47924.22
Male,35,35-39,58867.56,29111.13,29756.43
male,30,30-34,58924.64,25451.08,33473.56
female,51,50-54,39834.06,29651.36,10182.7
female,35,35-39,48040.96,41095.14,6945.82
Male,42,40-44,27001.39,23380.96,3620.43
Male,51,50-54,55854.82,27735.66,28119.16
male,53,50-54,64002.99,28978.84,35024.15
male,51,50-54,35502.02,25459.97,10042.05
male,34,30-34,38411.16,30543.41,7867.75
female,44,40-44,49679.72,10000.33,39679.39
female,47,45-49,51532.94,34583.31,16949.63
female,49,45-49,44582.75,22222.36,22360.39
Male,43,40-44,41846.3,23274.83,18571.47
female,44,40-44,41953.43,28660.03,13293.4
Female,34,30-34,49509.69,18882.42,30627.27
Female,33,30-34,55861.37,40649.65,15211.72
male,31,30-34,49506.98,23409.22,26097.76
female,36,35-39,48551.4,51061.53,-2510.13
Female,39,35-39,32407.46,35041.6,-2634.14
male,45,45-49,58670.59,25453.65,33216.94
female,39,35-39,49486.1,27548.82,21937.28
Male,47,45-49,45633.74,31188.73,14445.01
Female,46,45-49,52551.38,43589.76,8961.62
Male,50,50-54,41561.9,37602.29,3959.61
female,42,40-44,45841.41,37002.04,8839.37
Female,30,30-34,51075.88,27555.43,23520.45
female,30,30-34,43214.45,25464.59,17749.86
Male,44,40-44,33543.25,35099.24,-1555.99
Female,30,30-34,31915.28,40668.56,-8753.28
Male,35,35-39,54457.33,28895.76,25561.57
female,54,50-54,49688.91,24522.64,25166.27
female,42,40-44,49335.3,21733.63,27601.67
Male,30,30-34,38381.97,16611.94,21770.03
Female,34,30-34,49794.51,26425.55,23368.96
Male,38,35-39,45995.45,27964.88,18030.57
female,54,50-54,43999.38,29839.49,14159.89
Male,46,45-49,49249.49,34333.11,14916.38
female,45,45-49,52964.31,26249.86,26714.45
Male,37,35-39,67499.03,44362.28,23136.75
Female,46,45-49,55652.93,20890.44,34762.49
Female,44,40-44,58575.63,35462.16,23113.47
Male,53,50-54,61046.55,20243.54,40803.01
Male,30,30-34,42359.77,23196.36,19163.41
Female,41,40-44,46791.15,32248.01,14543.14
female,34,30-34,40950.89,38349.39,2601.5
Female,53,50-54,43181.78,27763.65,15418.13
female,35,35-39,45717.58,30676.91,15040.67
Male,54,50-54,42943.45,40101.86,2841.59
Male,30,30-34,52241.02,20222.85,32018.17
female,54,50-54,54328.43,36159.06,18169.37
Male,30,30-34,36938.57,24487.47,12451.1
female,39,35-39,46879.18,31944.77,14934.41
male,39,35-39,46988.68,34317.89,12670.79
Female,32,30-34,35275.94,20594.06,14681.88
male,46,45-49,42338.55,24027.52,18311.03
female,48,45-49,58734.52,35326.86,23407.66
Female,40,40-44,58605.78,27919.12,30686.66
female,47,45-49,33708.1,24290.71,9417.39
Female,31,30-34,54721.29,31557.86,23163.43
Female,38,35-39,35297.13,21364.66,13932.47
Female,53,50-54,45985.18,20538.87,25446.31
Female,46,45-49,49026.81,10892.99,38133.82
female,43,40-44,57527.75,32878.32,24649.43
Female,33,30-34,48254.12,30255.94,17998.18
Female,46,45-49,39861.38,34324.72,5536.66
male,46,45-49,38160.58,39774.87,-1614.29
Male,41,40-44,51679.89,28069.51,23610.38
Male,49,45-49,43662.01,29443.65,14218.36
male,47,45-49,45913.06,32745.69,13167.37
male,32,30-34,59704.65,25439.38,34265.27
female,40,40-44,54348.98,18338.33,36010.65
female,54,50-54,65868.96,20787.16,45081.8
female,47,45-49,39818.03,29681.47,10136.56
male,33,30-34,42908.09,37998.33,4909.76
male,46,45-49,51836.87,42538.59,9298.28
Female,47,45-49,68187.98,27722.38,40465.6
female,34,30-34,42051.35,31342.77,10708.58
female,43,40-44,50384.11,44966.46,5417.65
female,39,35-39,63212.3,34134.57,29077.73
Male,44,40-44,50499.21,31097.74,19401.47
Female,30,30-34,60200.04,31681.27,28518.77
female,45,45-49,69574.89,34655.69,34919.2
female,40,40-44,52951.24,20237.61,32713.63
female,52,50-54,54584.81,36084.34,18500.47
Male,49,45-49,57429.45,33512.93,23916.52
Male,35,35-39,40956.29,38705.9,2250.39
male,53,50-54,35184.33,33952.97,1231.36
Female,51,50-54,51584.52,38169.99,13414.53
male,45,45-49,43748.71,22616.99,21131.72
Female,31,30-34,60527.58,25228.56,35299.02
Male,30,30-34,53142.97,31221.66,21921.31
female,53,50-54,60358.11,23990.32,36367.79
male,53,50-54,37983.51,36843.89,1139.62
female,38,35-39,60015.36,18675.7,41339.66
male,51,50-54,27012.42,28723.24,-1710.82
Male,41,40-44,38803.9,25468.05,13335.85
Male,46,45-49,56322.38,24060.63,32261.75
Male,54,50-54,44974.39,19032.1,25942.29
male,44,40-44,45936.98,30334.4,15602.58
Female,48,45-49,51072.34,29335.14,21737.2
male,51,50-54,64219.55,45235.08,18984.47
Female,39,35-39,30782.31,49903.36,-19121.05
male,41,40-44,62487.06,21456.26,41030.8
male,43,40-44,63074.6,14775.88,48298.72
Male,38,35-39,44956.26,20394.74,24561.52
female,42,40-44,43051.15,29505.12,13546.03
female,32,30-34,48820.29,39001.37,9818.92
Female,50,50-54,42838.28,26148.3,16689.98
female,43,40-44,53447.77,34626.22,18821.55
male,50,50-54,54750.12,23607.67,31142.45
male,39,35-39,34460.9,26103.02,8357.88
Male,45,45-49,40796.44,31334.37,9462.07
Male,36,35-39,38148.61,29910.92,8237.69
female,33,30-34,52146.87,29711.53,22435.34
Female,49,45-49,58723.32,21345.61,37377.71
female,52,50-54,39265.65,39807.15,-541.5
female,54,50-54,58652.76,39746.65,18906.11
female,40,40-44,40752.0,39880.67,871.33
female,45,45-49,57186.22,24582.21,32604.01
male,49,45-49,47162.69,30955.12,16207.57
Female,33,30-34,45582.99,25801.0,19781.99
male,51,50-54,61424.51,22202.27,39222.24
Female,51,50-54,67876.91,32279.7,35597.21
Male,52,50-54,30582.51,13021.29,17561.22
female,46,45-49,55994.36,36774.72,19219.64
male,42,40-44,51773.34,20698.42,31074.92
Female,40,40-44,56578.83,27495.88,29082.95
Male,32,30-34,35614.86,11847.01,23767.85
Male,38,35-39,39156.79,44462.06,-5305.27
female,35,35-39,43285.7,35265.8,8019.9
Female,51,50-54,52130.66,30686.97,21443.69
male,50,50-54,42673.46,24494.95,18178.51
female,40,40-44,46769.77,21474.19,25295.58
male,45,45-49,58305.28,28397.53,29907.75
Male,48,45-49,70488.14,32417.69,38070.45
male,34,30-34,57592.0,28161.25,29430.75
male,43,40-44,58593.95,34247.36,24346.59
female,46,45-49,48181.49,44845.84,3335.65
male,32,30-34,41093.97,21414.77,19679.2
female,33,30-34,46740.42,31891.89,14848.53
Male,45,45-49,49420.98,43929.73,5491.25
female,45,45-49,38398.62,27513.97,10884.65
female,50,50-54,58151.21,28887.67,29263.54
Female,54,50-54,65194.51,33690.08,31504.43
male,33,30-34,51224.22,35408.78,15815.44
Male,48,45-49,60840.74,38398.16,22442.58
female,46,45-49,62084.32,30874.22,31210.1
Male,42,40-44,39653.5,23641.15,16012.35
Female,51,50-54,32621.94,34486.1,-1864.16
male,52,50-54,45009.84,22264.69,22745.15
female,53,50-54,50958.83,32655.66,18303.17
male,30,30-34,38038.68,30618.01,7420.67
Female,41,40-44,64222.24,30421.92,33800.32
Female,33,30-34,69488.02,29341.62,40146.4
Male,40,40-44,51791.97,38015.24,13776.73
female,34,30-34,40182.03,34944.33,5237.7
Male,31,30-34,54862.95,35556.54,19306.41
Female,46,45-49,40150.6,26290.81,13859.79
male,37,35-39,61430.94,16863.37,44567.57
Male,35,35-39,47685.68,26823.01,20862.67
Male,50,50-54,57272.53,33486.04,23786.49
male,38,35-39,59018.97,30259.18,28759.79
Male,42,40-44,55379.58,26537.8,28841.78
male,40,40-44,67852.81,31771.45,36081.36
female,45,45-49,51782.73,27862.46,23920.27
male,45,45-49,44968.05,30390.39,14577.66
female,31,30-34,28978.1,14089.56,14888.54
male,39,35-39,27160.39,36137.15,-8976.76
Female,41,40-44,56520.38,34902.59,21617.79
Female,37,35-39,48161.56,46897.99,1263.57
female,40,40-44,41846.04,24304.53,17541.51
female,39,35-39,38860.95,25974.46,12886.49
Female,42,40-44,57409.54,31394.11,26015.43
female,54,50-54,40164.65,29727.13,10437.52
male,46,45-49,66306.61,42638.93,23667.68
male,36,35-39,73509.87,26733.35,46776.52
Female,53,50-54,40999.63,28770.21,12229.42
Male,32,30-34,56698.25,25502.27,31195.98
male,49,45-49,54400.22,42188.98,12211.24
female,42,40-44,40123.51,33897.57,6225.94
Male,48,45-49,40180.12,42567.09,-2386.97
Male,36,35-39,48774.09,53320.51,-4546.42
male,38,35-39,38616.11,23897.48,14718.63
male,48,45-49,60912.57,38625.55,22287.02
Male,42,40-44,47538.89,27946.1,19592.79
Male,51,50-54,38793.72,24498.87,14294.85
Female,37,35-39,49110.11,18269.74,30840.37
female,51,50-54,54664.23,47026.93,7637.3
Female,47,45-49,42755.52,38016.28,4739.24
male,52,50-54,30069.09,28196.57,1872.52
Female,31,30-34,51263.68,34975.48,16288.2
Female,47,45-49,37830.0,15528.19,22301.81
Female,47,45-49,42062.52,29244.95,12817.57
Female,40,40-44,54691.05,23904.65,30786.4
female,30,30-34,44121.01,41564.56,2556.45
female,43,40-44,48588.88,42102.31,6486.57
Male,45,45-49,64530.51,37123.61,27406.9
male,40,40-44,46479.63,37578.9,8900.73
Female,30,30-34,70213.16,24801.06,45412.1
Male,36,35-39,57399.15,35735.64,21663.51
Male,45,45-49,40686.26,18964.93,21721.33
Male,43,40-44,45236.46,17886.69,27349.77
female,44,40-44,37373.57,29156.15,8217.42
Female,43,40-44,56374.56,34241.57,22132.99
Female,50,50-54,63245.15,34785.08,28460.07
male,40,40-44,46416.06,19943.83,26472.23
Female,45,45-49,31386.05,17587.42,13798.63
Female,48,45-49,53604.7,26387.62,27217.08
Male,46,45-49,41380.17,22988.71,18391.46
male,35,35-39,42893.31,34896.14,7997.17
Female,40,40-44,53115.27,21897.1,31218.17
female,46,45-49,62319.84,45554.42,16765.42
Female,38,35-39,57395.02,32898.88,24496.14
Male,47,45-49,54295.01,28824.59,25470.42
female,46,45-49,48427.48,20821.37,27606.11
Male,41,40-44,36795.64,19430.97,17364.67
Female,52,50-54,53479.42,27432.66,26046.76
female,51,50-54,57177.3,25369.28,31808.02
male,51,50-54,44049.18,16145.37,27903.81
male,34,30-34,46336.37,40973.06,5363.31
female,40,40-44,61100.52,21158.24,39942.28
female,33,30-34,46075.24,32820.91,13254.33
Male,33,30-34,47294.39,33537.64,13756.75
female,32,30-34,49116.0,17049.25,32066.75
Male,53,50-54,56655.58,26922.27,29733.31
Female,52,50-54,52933.31,18722.94,34210.37
Male,54,50-54,52192.63,33260.79,18931.84
female,46,45-49,65178.69,30500.14,34678.55
female,36,35-39,45904.81,29381.74,16523.07
Female,33,30-34,40494.66,23438.62,17056.04
female,52,50-54,60220.98,39448.29,20772.69
female,42,40-44,52309.32,26977.37,25331.95
male,41,40-44,44107.54,18181.22,25926.32
male,30,30-34,46401.35,22445.66,23955.69
Female,50,50-54,37260.7,13943.16,23317.54
Male,48,45-49,52316.8,24765.23,27551.57
male,50,50-54,35385.79,22727.57,12658.22
Male,49,45-49,56820.28,35556.63,21263.65
female,47,45-49,44775.99,34577.82,10198.17
male,40,40-44,36059.69,31701.28,4358.41
Female,49,45-49,60972.49,37576.97,23395.52
Female,32,30-34,72563.94,20572.77,51991.17
Female,46,45-49,54373.21,32546.56,21826.65
male,41,40-44,47145.79,18495.97,28649.82
Male,39,35-39,40399.32,26185.24,14214.08
female,37,35-39,52618.35,32729.48,19888.87
Male,44,40-44,56367.33,25745.89,30621.44
Male,34,30-34,50068.93,43066.03,7002.9
female,33,30-34,58954.38,27215.71,31738.67
female,50,50-54,65138.9,36406.31,28732.59
male,49,45-49,37403.12,27883.77,9519.35
male,48,45-49,52940.49,31053.34,21887.15
male,50,50-54,30966.68,27079.75,3886.93
male,33,30-34,41859.51,31417.16,10442.35
male,44,40-44,57198.64,43813.18,13385.46
female,46,45-49,49531.95,42345.26,7186.69
Male,41,40-44,33891.02,26102.65,7788.37
male,32,30-34,60499.11,28167.96,32331.15
male,39,35-39,44567.66,30406.71,14160.95
Male,44,40-44,58508.87,35136.7,23372.17
male,39,35-39,55126.82,44835.88,10290.94
Male,53,50-54,41668.72,40287.54,1381.18
Male,52,50-54,58689.06,27865.94,30823.12
female,47,45-49,53186.17,33224.06,19962.11
Female,30,30-34,51750.48,31805.79,19944.69
female,32,30-34,45318.49,25153.87,20164.62
Female,50,50-54,38972.76,38108.35,864.41
Female,41,40-44,45813.2,9887.86,35925.34
Female,30,30-34,45595.52,38049.03,7546.49
male,32,30-34,58516.19,33294.95,25221.24
female,32,30-34,33510.15,15548.33,17961.82
Female,34,30-34,64707.15,21665.85,43041.3
Male,48,45-49,65255.95,13472.94,51783.01
male,54,50-54,43589.96,43574.21,15.75
female,30,30-34,64015.74,22066.86,41948.88
Female,33,30-34,39944.18,37281.57,2662.61
Male,33,30-34,61271.26,37567.07,23704.19
female,46,45-49,41803.41,29034.63,12768.78
female,43,40-44,60334.37,24683.42,35650.95
male,47,45-49,35626.07,34102.12,1523.95
female,30,30-34,60828.52,31723.41,29105.11
male,51,50-54,62885.81,37489.9,25395.91
Female,45,45-49,35304.27,20613.55,14690.72
male,32,30-34,67572.59,38179.46,29393.13
Male,52,50-54,60184.97,40781.44,19403.53
male,50,50-54,30020.08,27945.86,2074.22
Male,38,35-39,45100.4,22352.13,22748.27
male,52,50-54,60376.02,26133.72,34242.3
female,33,30-34,57231.12,24878.96,32352.16
Female,50,50-54,51117.88,28553.31,22564.57
Male,34,30-34,59279.65,24094.95,35184.7
male,40,40-44,41259.71,33652.06,7607.65
male,50,50-54,50473.63,35093.53,15380.1
male,38,35-39,41544.19,27127.99,14416.2
female,32,30-34,51348.09,14364.19,36983.9
female,35,35-39,60010.31,33544.21,26466.1
Male,53,50-54,57815.6,18198.99,39616.61
Male,40,40-44,52228.9,31996.71,20232.19
female,38,35-39,59896.94,30574.94,29322.0
Male,44,40-44,60881.78,27368.24,33513.54
Female,52,50-54,67973.23,35158.66,32814.57
Female,32,30-34,61674.68,32908.52,28766.16
female,30,30-34,56564.23,33101.46,23462.77
Male,49,45-49,59340.91,36568.17,22772.74
male,51,50-54,52435.59,26697.43,25738.16
Female,48,45-49,47200.51,26585.74,20614.77
female,43,40-44,58676.09,38617.79,20058.3
Male,46,45-49,57571.24,35135.17,22436.07
female,51,50-54,52919.55,26242.44,26677.11
male,43,40-44,48054.06,13970.09,34083.97
Female,46,45-49,47499.46,33136.33,14363.13
female,54,50-54,45912.89,33887.26,12025.63
female,43,40-44,62557.08,20300.86,42256.22
female,41,40-44,61784.27,23211.7,38572.57
