name,contry_origin,domain,price_category,founded,presence_world,presence_russia,presence_regions
SmartyKids,Россия,Образование / обучение,Средний,2016.0,450.0,3 и 350 франчайзинговых,Москва; Санкт-Петербург; Абакан; Анапа; Ачинск; Балашиха; Батайск; Белгород; Белогорск; Благовещенск; Братск; Великий Новгород; Владивосток; Владикавказ; Владимир; Волгоград; Волгодонск; Воронеж; Грозный; Дзержинский; Екатеринбург; Зеленоград; Иваново; Ижевск; Иркутск; Йошкар-Ола; Казань; Калининград; Калуга; Кемерово; Киселевск; Королев; Красногорск; Краснодар; Красноярск; Липецк; Лобня; Луховицы; Махачкала; Междуреченск; Мытищи; Набережные Челны; Назрань; Находка; Невинномысск; Нефтекамск; Нижний Новгород; Нижний Тагил; Новороссийск; Новоуральск; Ноябрьск; Одинцово; Омск; Орел; Оренбург; Павловский Посад; Пермь; Петрозаводск; Подольск; Прокопьевск; Пушкино; Пятигорск; Реутов; Ростов-на-Дону; Рыбинск; Самара; Саратов; Севастополь; Сосновый Бор; Сочи; Ставрополь; Старый Оскол; Сургут; Тамбов; Тверь; Тольятти; Томск; Туапсе; Тула; Тюмень; Улан-Удэ; Ульяновск; Уссурийск; Уфа; Фрязино; Хабаровск; Химки; Чебоксары; Черкесск; Чита; Щелково; Якутск; Ярославль
Smoking Shop,Россия,"Сигары, табак, аксессуары",Средний,2015.0,3.0,3 и 20 франчайзинговых,Москва; Санкт-Петербург; Анапа; Астрахань; Балашов; Бийск; Брянск; Владивосток; Волгоград; Геленджик; Ижевск; Иркутск; Казань; Кемерово; Киров; Королев; Краснодар; Наро-Фоминск; Раменское; Ростов-на-Дону; Самара; Саратов; Севастополь; Ставрополь; Сургут; Таганрог; Тамбов; Тверь; Томск; Уфа; Ханты-Мансийск; Череповец; Чита; Энгельс; Южно-Сахалинск
Soda,Россия,Одежда,Средний,1996.0,,38 и 30 франчайзинговых,Санкт-Петербург; Глазов; Кемерово; Нижний Новгород; Чебоксары
Sogenis,Россия,Услуги населению,Средний; Выше среднего,2009.0,2.0,2,Москва; Санкт-Петербург
SOHO,Россия,Обувь,Средний,2005.0,,10 и 22 франчайзинговых,Москва; Санкт-Петербург; Анапа; Владивосток; Екатеринбург; Иваново; Иркутск; Калининград; Пермь; Сочи; Сыктывкар; Уфа; Челябинск
SoloStyle,Россия,Обувь,Дисконт; Средний,,,35,Москва; Волгоград; Дмитров; Коломна; Люберцы; Мытищи; Обнинск; Реутов; Рязань; Саранск; Саратов; Тула; Чебоксары; Ярославль
Solovei,Россия,Красота,Средний,,10.0,10,Москва
Sonberry,Россия,Все для дома,Выше среднего,2004.0,12.0,12 и 25 франчайзинговых,Москва; Санкт-Петербург; Альметьевск; Балашиха; Барнаул; Белгород; Брянск; Великий Новгород; Владикавказ; Владимир; Вологда; Волоколамск; Воскресенск; Дзержинск; Димитровград; Дмитров; Дубна; Егорьевск; Железнодорожный; Звенигород; Зеленоград; Иваново; Ижевск; Иркутск; Калуга; Кашира; Кемерово; Клин; Кострома; Краснодар; Курск; Липецк; Люберцы; Можайск; Мытищи; Набережные Челны; Нижний Новгород; Новосибирск; Ногинск; Орехово-Зуево; Павловский Посад; Пенза; Подольск; Пушкино; Рязань; Сергиев Посад; Серпухов; Солнечногорск; Ступино; Тверь; Тула; Тюмень; Ульяновск; Ухта; Химки; Чебоксары; Чехов; Шатура; Щелково; Ялта; Ярославль
Sony Centre,Россия,Бытовая техника,Люкс / Премиум,2008.0,,17,Москва; Санкт-Петербург; Новосибирск; Омск; Ростов-на-Дону; Самара; Сочи; Сургут; Уфа
Souvenir Boutique,Россия,Сувениры и Подарки,Выше среднего; Люкс / Премиум,1999.0,,35,Москва; Санкт-Петербург
SPA CEYLON,Шри-Ланка,Парфюмерия и Косметика,Люкс / Премиум,2009.0,75.0,,Москва
